AllPunc,Linguistic,function,verb,BigWords,pronoun,Dic,det,Analytic,ppron,Period,auxverb,WPS,Authentic,prep,WC,Social,Cognition,Perception,allure,cogproc,article,focuspresent,Clout,ipron,i,adverb,adj,socrefs,Apostro,label,mean
75.0,100.0,50.0,50.0,25.0,25.0,100.0,0.0,26.1,0.0,0.0,25.0,4.0,99.0,25.0,4,0.0,0.0,25.0,0.0,0.0,0.0,25.0,40.06,25.0,0.0,0.0,25.0,0.0,25.0,not_funny,1.1369863013698631
16.67,72.22,61.11,27.78,16.67,11.11,83.33,5.56,66.04,11.11,11.11,16.67,9.0,39.59,22.22,18,11.11,5.56,11.11,11.11,5.56,0.0,0.0,72.07,0.0,5.56,5.56,5.56,5.56,0.0,not_funny,1.134020618556701
26.32,73.68,57.89,36.84,0.0,10.53,89.47,5.26,6.22,10.53,0.0,21.05,19.0,93.14,15.79,19,10.53,5.26,10.53,5.26,5.26,0.0,5.26,40.06,0.0,5.26,10.53,10.53,5.26,15.79,not_funny,1.25
5.26,89.47,52.63,31.58,10.53,10.53,100.0,21.05,67.62,5.26,5.26,10.53,19.0,93.14,10.53,19,0.0,21.05,5.26,0.0,21.05,10.53,5.26,3.34,5.26,5.26,5.26,15.79,0.0,0.0,not_funny,1.12
20.0,90.0,60.0,30.0,0.0,20.0,90.0,10.0,69.05,20.0,10.0,20.0,10.0,7.03,20.0,10,10.0,10.0,0.0,20.0,10.0,10.0,10.0,89.5,0.0,10.0,0.0,20.0,10.0,10.0,not_funny,1.088235294117647
16.67,83.33,66.67,33.33,16.67,50.0,100.0,33.33,1.0,16.67,0.0,16.67,6.0,1.0,0.0,6,16.67,0.0,16.67,0.0,0.0,16.67,33.33,99.0,33.33,0.0,0.0,0.0,16.67,16.67,not_funny,1.1654135338345866
25.0,50.0,50.0,8.33,16.67,8.33,91.67,25.0,97.04,8.33,16.67,8.33,6.0,99.0,16.67,12,16.67,0.0,33.33,8.33,0.0,16.67,8.33,98.75,0.0,0.0,8.33,0.0,8.33,8.33,not_funny,1.2881355932203389
11.11,66.67,66.67,11.11,11.11,11.11,77.78,11.11,89.52,11.11,11.11,11.11,9.0,77.17,22.22,9,0.0,0.0,11.11,11.11,0.0,11.11,0.0,2.75,0.0,11.11,11.11,0.0,0.0,0.0,not_funny,1.125
41.67,66.67,58.33,33.33,33.33,41.67,100.0,8.33,1.0,25.0,16.67,25.0,6.0,3.81,0.0,12,33.33,16.67,0.0,8.33,16.67,0.0,16.67,98.75,16.67,8.33,8.33,0.0,16.67,16.67,not_funny,1.1714285714285717
45.45,54.55,36.36,45.45,27.27,9.09,81.82,0.0,1.0,9.09,27.27,27.27,5.5,5.07,0.0,11,18.18,0.0,0.0,0.0,0.0,0.0,27.27,40.06,0.0,9.09,0.0,0.0,18.18,18.18,not_funny,1.0547945205479452
25.0,75.0,62.5,37.5,12.5,12.5,87.5,12.5,89.52,12.5,12.5,25.0,8.0,1.0,25.0,8,0.0,37.5,0.0,0.0,37.5,12.5,0.0,1.71,0.0,12.5,0.0,12.5,0.0,12.5,not_funny,1.1625
140.0,80.0,60.0,20.0,20.0,20.0,80.0,20.0,3.8,0.0,120.0,20.0,2.5,1.0,0.0,5,0.0,0.0,0.0,0.0,0.0,20.0,20.0,40.06,20.0,0.0,20.0,0.0,0.0,20.0,not_funny,1.1573033707865168
14.29,57.14,57.14,14.29,42.86,28.57,85.71,14.29,1.0,28.57,0.0,14.29,7.0,97.09,0.0,7,28.57,14.29,0.0,0.0,14.29,0.0,0.0,99.0,0.0,0.0,14.29,0.0,28.57,14.29,not_funny,1.0571428571428572
6.67,73.33,66.67,20.0,20.0,20.0,73.33,20.0,10.19,20.0,6.67,20.0,15.0,1.91,13.33,15,20.0,6.67,6.67,0.0,6.67,6.67,13.33,99.0,0.0,0.0,6.67,0.0,20.0,0.0,not_funny,1.1129032258064515
25.0,75.0,50.0,37.5,12.5,25.0,87.5,0.0,26.1,12.5,12.5,12.5,8.0,15.38,12.5,8,37.5,12.5,12.5,0.0,0.0,0.0,12.5,99.0,12.5,0.0,0.0,0.0,25.0,0.0,not_funny,1.1531531531531531
13.33,73.33,60.0,13.33,0.0,13.33,93.33,20.0,59.67,13.33,6.67,6.67,15.0,63.35,6.67,15,0.0,13.33,13.33,6.67,13.33,13.33,6.67,1.24,0.0,13.33,6.67,13.33,0.0,0.0,not_funny,1.158878504672897
40.0,60.0,40.0,30.0,0.0,20.0,70.0,20.0,3.8,20.0,0.0,10.0,5.0,1.0,0.0,10,20.0,20.0,10.0,10.0,10.0,0.0,20.0,3.95,0.0,10.0,0.0,0.0,10.0,20.0,not_funny,1.2105263157894737
26.67,80.0,60.0,40.0,0.0,33.33,100.0,6.67,10.19,20.0,26.67,13.33,3.75,99.0,6.67,15,6.67,20.0,13.33,13.33,20.0,6.67,20.0,1.0,13.33,20.0,0.0,0.0,0.0,0.0,not_funny,1.1451612903225807
0.0,50.0,33.33,16.67,0.0,0.0,100.0,16.67,99.0,0.0,0.0,0.0,6.0,1.0,16.67,6,33.33,33.33,0.0,0.0,33.33,0.0,0.0,98.75,0.0,0.0,0.0,0.0,16.67,0.0,not_funny,1.2828282828282829
20.0,90.0,70.0,30.0,0.0,20.0,90.0,0.0,3.8,20.0,10.0,10.0,10.0,99.0,20.0,10,20.0,10.0,40.0,0.0,10.0,0.0,10.0,40.06,0.0,0.0,10.0,0.0,20.0,10.0,not_funny,1.2538461538461538
57.14,100.0,71.43,28.57,14.29,28.57,100.0,0.0,1.0,28.57,0.0,14.29,7.0,99.0,14.29,7,14.29,28.57,14.29,28.57,14.29,0.0,14.29,97.11,0.0,14.29,28.57,0.0,14.29,14.29,not_funny,1.1369863013698631
28.57,64.29,64.29,14.29,0.0,28.57,100.0,7.14,35.59,21.43,21.43,14.29,14.0,99.0,21.43,14,0.0,7.14,7.14,21.43,7.14,0.0,14.29,1.0,7.14,21.43,0.0,0.0,0.0,0.0,not_funny,1.2525252525252526
20.0,60.0,40.0,10.0,20.0,10.0,80.0,20.0,69.05,10.0,0.0,0.0,10.0,98.38,0.0,10,10.0,30.0,0.0,10.0,20.0,10.0,0.0,99.0,0.0,0.0,10.0,10.0,10.0,10.0,not_funny,1.1825396825396826
0.0,85.71,57.14,28.57,0.0,42.86,100.0,14.29,1.0,42.86,0.0,14.29,7.0,1.0,0.0,7,71.43,14.29,0.0,28.57,14.29,0.0,14.29,99.0,0.0,0.0,0.0,0.0,57.14,0.0,not_funny,1.1369863013698631
23.08,88.46,73.08,38.46,11.54,23.08,96.15,15.38,14.06,19.23,7.69,19.23,13.0,98.89,23.08,26,15.38,7.69,3.85,3.85,7.69,7.69,15.38,1.0,3.85,15.38,3.85,3.85,3.85,15.38,not_funny,1.183673469387755
20.0,60.0,40.0,20.0,20.0,40.0,100.0,20.0,3.8,20.0,0.0,0.0,5.0,99.0,0.0,5,0.0,20.0,60.0,20.0,20.0,0.0,0.0,1.0,20.0,20.0,0.0,0.0,0.0,0.0,not_funny,1.2542372881355932
37.5,87.5,75.0,37.5,0.0,12.5,87.5,25.0,1.0,12.5,12.5,25.0,8.0,1.0,12.5,8,12.5,12.5,0.0,25.0,0.0,0.0,12.5,40.06,0.0,0.0,0.0,12.5,12.5,12.5,not_funny,1.2932330827067668
16.67,66.67,41.67,16.67,8.33,8.33,91.67,8.33,73.36,8.33,8.33,0.0,12.0,99.0,8.33,12,0.0,25.0,25.0,16.67,25.0,8.33,0.0,1.0,0.0,8.33,0.0,8.33,0.0,0.0,not_funny,1.144927536231884
20.0,70.0,50.0,10.0,0.0,10.0,80.0,20.0,97.77,10.0,10.0,0.0,5.0,7.03,10.0,10,20.0,0.0,20.0,0.0,0.0,20.0,0.0,99.0,0.0,0.0,10.0,10.0,20.0,0.0,not_funny,1.1428571428571428
37.5,50.0,37.5,12.5,12.5,12.5,62.5,12.5,62.1,12.5,25.0,0.0,4.0,89.39,0.0,8,0.0,0.0,12.5,0.0,0.0,12.5,0.0,1.71,0.0,12.5,0.0,0.0,0.0,0.0,not_funny,1.1785714285714286
16.67,66.67,66.67,16.67,33.33,16.67,83.33,33.33,49.68,16.67,16.67,16.67,6.0,39.59,0.0,6,0.0,0.0,0.0,16.67,0.0,16.67,0.0,1.0,0.0,16.67,0.0,0.0,0.0,0.0,not_funny,1.1827956989247312
58.33,66.67,58.33,25.0,16.67,16.67,100.0,16.67,2.87,16.67,33.33,16.67,6.0,39.59,0.0,12,8.33,41.67,0.0,16.67,33.33,8.33,25.0,40.06,0.0,8.33,8.33,0.0,8.33,0.0,not_funny,1.0857142857142856
10.0,70.0,50.0,20.0,0.0,20.0,70.0,10.0,39.7,20.0,10.0,0.0,10.0,98.38,10.0,10,10.0,10.0,10.0,0.0,10.0,0.0,0.0,89.5,0.0,10.0,10.0,0.0,10.0,0.0,not_funny,1.11864406779661
0.0,75.0,58.33,8.33,50.0,41.67,91.67,8.33,2.87,8.33,0.0,0.0,12.0,39.59,8.33,12,0.0,50.0,0.0,8.33,50.0,0.0,0.0,1.0,33.33,8.33,0.0,8.33,0.0,0.0,not_funny,1.1704545454545454
41.67,41.67,25.0,0.0,33.33,0.0,41.67,16.67,73.36,0.0,8.33,0.0,6.0,3.81,0.0,12,0.0,25.0,0.0,16.67,16.67,8.33,0.0,6.61,0.0,0.0,0.0,16.67,0.0,0.0,not_funny,1.1195652173913044
7.14,92.86,71.43,28.57,0.0,28.57,100.0,21.43,1.0,14.29,7.14,14.29,14.0,97.09,14.29,14,14.29,14.29,14.29,7.14,7.14,0.0,0.0,97.11,14.29,0.0,21.43,7.14,14.29,0.0,not_funny,1.1884057971014492
12.5,68.75,62.5,12.5,18.75,18.75,81.25,12.5,1.0,12.5,0.0,12.5,16.0,89.39,6.25,16,6.25,18.75,0.0,12.5,18.75,0.0,6.25,11.66,6.25,6.25,6.25,6.25,6.25,0.0,not_funny,1.1442307692307692
40.0,60.0,60.0,40.0,40.0,20.0,60.0,20.0,3.8,20.0,20.0,40.0,5.0,63.35,0.0,5,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1.0,0.0,20.0,0.0,0.0,0.0,20.0,not_funny,1.1346153846153846
23.08,76.92,61.54,23.08,7.69,23.08,92.31,23.08,53.56,15.38,7.69,7.69,13.0,99.0,15.38,13,0.0,30.77,15.38,15.38,23.08,7.69,15.38,1.0,7.69,15.38,0.0,0.0,0.0,7.69,not_funny,1.1216216216216215
25.0,75.0,58.33,25.0,25.0,8.33,100.0,25.0,73.36,8.33,0.0,16.67,12.0,89.39,8.33,12,16.67,16.67,8.33,0.0,16.67,16.67,16.67,84.23,0.0,0.0,0.0,16.67,8.33,8.33,not_funny,1.1791044776119404
25.0,75.0,50.0,50.0,0.0,25.0,75.0,0.0,1.0,25.0,0.0,25.0,4.0,1.0,0.0,4,50.0,25.0,0.0,0.0,25.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,25.0,0.0,not_funny,1.2538461538461538
12.5,50.0,50.0,12.5,12.5,12.5,87.5,25.0,89.52,0.0,12.5,12.5,8.0,1.0,12.5,8,12.5,0.0,0.0,12.5,0.0,12.5,12.5,40.06,12.5,0.0,0.0,0.0,0.0,0.0,not_funny,1.2341772151898731
20.0,50.0,30.0,30.0,20.0,10.0,70.0,0.0,15.41,10.0,20.0,20.0,5.0,99.0,0.0,10,0.0,20.0,10.0,10.0,20.0,0.0,10.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,not_funny,1.1868131868131868
54.55,45.45,36.36,9.09,36.36,9.09,63.64,9.09,1.5,9.09,9.09,9.09,11.0,50.45,0.0,11,18.18,27.27,0.0,0.0,27.27,0.0,9.09,5.27,0.0,0.0,9.09,9.09,9.09,9.09,not_funny,1.118421052631579
42.86,42.86,42.86,14.29,28.57,14.29,71.43,28.57,18.12,0.0,14.29,14.29,7.0,24.32,0.0,7,28.57,14.29,0.0,0.0,14.29,0.0,14.29,97.11,14.29,0.0,0.0,0.0,28.57,28.57,not_funny,1.0410958904109588
20.0,80.0,80.0,40.0,20.0,20.0,80.0,20.0,1.0,20.0,0.0,40.0,5.0,1.0,0.0,5,20.0,0.0,0.0,20.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,20.0,20.0,0.0,not_funny,1.2843137254901962
30.0,90.0,70.0,40.0,20.0,30.0,100.0,10.0,1.0,20.0,10.0,30.0,10.0,1.0,20.0,10,20.0,10.0,20.0,10.0,10.0,0.0,20.0,99.0,10.0,0.0,0.0,0.0,20.0,10.0,not_funny,1.12987012987013
20.0,80.0,80.0,40.0,0.0,20.0,100.0,20.0,1.0,20.0,0.0,40.0,5.0,1.0,0.0,5,20.0,20.0,0.0,20.0,20.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,20.0,0.0,not_funny,1.2259887005649717
25.0,83.33,66.67,20.83,0.0,33.33,87.5,8.33,2.87,29.17,12.5,12.5,24.0,15.38,8.33,24,29.17,0.0,12.5,4.17,0.0,4.17,4.17,99.0,4.17,4.17,0.0,12.5,25.0,0.0,not_funny,1.1639344262295082
42.86,71.43,57.14,28.57,28.57,14.29,71.43,0.0,1.0,0.0,14.29,14.29,7.0,99.0,14.29,7,0.0,14.29,28.57,14.29,14.29,0.0,14.29,1.0,14.29,0.0,28.57,0.0,0.0,14.29,not_funny,1.2429906542056075
21.43,71.43,42.86,21.43,7.14,7.14,85.71,7.14,96.35,7.14,7.14,7.14,14.0,24.32,21.43,14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,9.23,0.0,7.14,7.14,0.0,0.0,7.14,not_funny,1.1111111111111112
15.0,80.0,55.0,15.0,15.0,0.0,90.0,15.0,80.96,0.0,5.0,10.0,20.0,99.0,10.0,20,5.0,10.0,40.0,10.0,5.0,15.0,15.0,69.2,0.0,0.0,20.0,10.0,5.0,0.0,not_funny,1.1101694915254237
42.86,78.57,64.29,28.57,14.29,21.43,92.86,14.29,18.12,7.14,28.57,21.43,7.0,72.58,14.29,14,14.29,7.14,7.14,7.14,7.14,7.14,7.14,79.51,14.29,0.0,0.0,7.14,14.29,7.14,not_funny,1.2117647058823529
7.69,69.23,69.23,7.69,7.69,7.69,92.31,23.08,99.0,7.69,7.69,7.69,13.0,81.58,23.08,13,7.69,30.77,23.08,7.69,30.77,23.08,0.0,81.78,0.0,0.0,7.69,0.0,7.69,0.0,not_funny,1.0921052631578947
30.0,50.0,40.0,20.0,10.0,20.0,80.0,20.0,69.05,20.0,20.0,10.0,5.0,63.35,0.0,10,30.0,10.0,20.0,30.0,10.0,20.0,10.0,99.0,0.0,0.0,0.0,0.0,20.0,10.0,not_funny,1.096774193548387
30.77,76.92,61.54,30.77,15.38,23.08,84.62,23.08,4.85,15.38,0.0,23.08,13.0,81.58,7.69,13,0.0,0.0,7.69,7.69,0.0,7.69,23.08,1.0,7.69,15.38,0.0,15.38,0.0,15.38,not_funny,1.0434782608695652
14.29,57.14,57.14,14.29,28.57,42.86,85.71,14.29,1.0,14.29,14.29,14.29,7.0,24.32,0.0,7,14.29,14.29,0.0,14.29,0.0,0.0,14.29,40.06,28.57,14.29,0.0,0.0,14.29,0.0,not_funny,1.0945945945945943
47.62,33.33,33.33,0.0,14.29,4.76,57.14,0.0,18.12,4.76,4.76,0.0,7.0,24.32,4.76,21,0.0,4.76,0.0,0.0,4.76,0.0,0.0,4.61,0.0,4.76,4.76,0.0,0.0,4.76,not_funny,1.2333333333333334
14.29,85.71,42.86,28.57,0.0,14.29,85.71,14.29,99.0,14.29,14.29,0.0,7.0,1.0,14.29,7,14.29,28.57,0.0,42.86,28.57,14.29,0.0,99.0,0.0,0.0,0.0,14.29,14.29,0.0,not_funny,1.2372881355932204
20.0,70.0,60.0,10.0,0.0,20.0,90.0,0.0,3.8,20.0,0.0,10.0,10.0,99.0,10.0,10,10.0,20.0,20.0,0.0,20.0,0.0,10.0,3.95,0.0,20.0,20.0,10.0,10.0,0.0,not_funny,1.267175572519084
0.0,69.23,61.54,23.08,0.0,15.38,84.62,15.38,89.52,15.38,0.0,7.69,13.0,2.93,23.08,13,23.08,15.38,7.69,7.69,15.38,7.69,7.69,99.0,0.0,0.0,0.0,0.0,15.38,0.0,not_funny,1.1239669421487604
38.89,83.33,55.56,22.22,0.0,16.67,94.44,11.11,33.38,16.67,0.0,11.11,9.0,99.0,16.67,18,11.11,22.22,22.22,11.11,22.22,5.56,11.11,13.82,0.0,5.56,5.56,5.56,11.11,11.11,not_funny,1.16
33.33,50.0,33.33,16.67,33.33,16.67,50.0,16.67,49.68,16.67,16.67,16.67,6.0,39.59,0.0,6,16.67,0.0,0.0,0.0,0.0,16.67,0.0,99.0,0.0,0.0,0.0,16.67,16.67,16.67,not_funny,1.1586206896551725
37.5,62.5,62.5,12.5,37.5,0.0,75.0,12.5,89.52,0.0,12.5,12.5,8.0,99.0,25.0,8,0.0,12.5,37.5,12.5,0.0,12.5,12.5,1.71,0.0,0.0,12.5,0.0,0.0,12.5,not_funny,1.1583333333333334
20.0,73.33,53.33,20.0,6.67,6.67,86.67,20.0,96.08,6.67,0.0,13.33,15.0,63.35,13.33,15,6.67,13.33,6.67,6.67,13.33,20.0,13.33,40.06,0.0,0.0,0.0,6.67,6.67,6.67,not_funny,1.2341772151898731
36.84,68.42,42.11,21.05,26.32,10.53,84.21,15.79,22.98,10.53,10.53,10.53,6.33,99.0,5.26,19,10.53,10.53,15.79,10.53,5.26,5.26,5.26,14.81,0.0,5.26,0.0,10.53,5.26,5.26,not_funny,1.181818181818182
20.0,90.0,60.0,30.0,0.0,20.0,100.0,30.0,1.0,10.0,0.0,20.0,10.0,7.03,0.0,10,0.0,10.0,20.0,20.0,10.0,0.0,20.0,1.0,10.0,10.0,0.0,20.0,0.0,20.0,not_funny,1.1168831168831168
25.0,75.0,50.0,12.5,25.0,12.5,87.5,0.0,5.64,0.0,0.0,12.5,8.0,15.38,12.5,8,0.0,25.0,0.0,0.0,12.5,0.0,0.0,1.0,12.5,0.0,12.5,12.5,0.0,0.0,not_funny,1.134020618556701
12.5,62.5,62.5,12.5,37.5,12.5,75.0,12.5,5.64,0.0,12.5,12.5,8.0,1.0,12.5,8,0.0,12.5,0.0,0.0,12.5,12.5,12.5,40.06,12.5,0.0,12.5,0.0,0.0,0.0,not_funny,1.107843137254902
55.56,66.67,66.67,11.11,33.33,22.22,77.78,22.22,1.78,22.22,44.44,11.11,4.5,77.17,11.11,9,22.22,22.22,11.11,0.0,11.11,0.0,11.11,99.0,0.0,0.0,11.11,0.0,22.22,11.11,not_funny,1.1884057971014492
12.5,100.0,50.0,37.5,12.5,25.0,100.0,12.5,1.0,25.0,0.0,12.5,8.0,99.0,0.0,8,25.0,12.5,12.5,25.0,12.5,0.0,0.0,40.06,0.0,12.5,0.0,25.0,12.5,0.0,not_funny,1.2645502645502646
22.22,77.78,66.67,33.33,11.11,22.22,100.0,22.22,10.19,11.11,11.11,22.22,9.0,77.17,11.11,9,11.11,11.11,0.0,0.0,11.11,0.0,11.11,2.75,11.11,11.11,0.0,22.22,0.0,0.0,not_funny,1.1962616822429906
12.5,62.5,50.0,12.5,25.0,12.5,100.0,25.0,89.52,0.0,12.5,12.5,8.0,15.38,12.5,8,12.5,0.0,12.5,0.0,0.0,12.5,12.5,94.84,12.5,0.0,0.0,12.5,12.5,0.0,not_funny,1.1444444444444444
33.33,66.67,66.67,33.33,50.0,33.33,83.33,16.67,10.19,16.67,16.67,16.67,6.0,1.0,16.67,6,33.33,16.67,33.33,0.0,16.67,0.0,16.67,99.0,16.67,0.0,0.0,16.67,33.33,16.67,not_funny,1.198019801980198
15.38,92.31,69.23,23.08,7.69,30.77,100.0,7.69,1.0,23.08,0.0,7.69,13.0,99.0,7.69,13,23.08,23.08,15.38,0.0,23.08,0.0,15.38,1.0,7.69,15.38,7.69,7.69,7.69,0.0,not_funny,1.2600896860986548
22.22,88.89,77.78,33.33,22.22,22.22,88.89,0.0,1.0,11.11,11.11,22.22,9.0,77.17,22.22,9,0.0,33.33,0.0,0.0,33.33,0.0,0.0,1.0,11.11,11.11,0.0,0.0,0.0,11.11,not_funny,1.2930232558139534
22.22,66.67,55.56,22.22,22.22,22.22,77.78,11.11,33.38,0.0,0.0,11.11,9.0,99.0,22.22,9,11.11,11.11,22.22,11.11,11.11,0.0,11.11,40.06,22.22,0.0,11.11,0.0,11.11,11.11,not_funny,1.128
20.0,80.0,40.0,10.0,10.0,0.0,80.0,10.0,99.0,0.0,0.0,0.0,10.0,63.35,20.0,10,0.0,0.0,30.0,20.0,0.0,10.0,0.0,40.06,0.0,0.0,10.0,20.0,0.0,0.0,not_funny,1.1518987341772151
80.0,80.0,60.0,20.0,0.0,60.0,80.0,0.0,1.0,40.0,0.0,20.0,5.0,63.35,0.0,5,40.0,0.0,0.0,0.0,0.0,0.0,20.0,99.0,20.0,0.0,0.0,20.0,40.0,20.0,not_funny,1.1801242236024845
33.33,66.67,66.67,16.67,33.33,16.67,66.67,16.67,49.68,16.67,16.67,16.67,6.0,99.0,16.67,6,16.67,0.0,16.67,0.0,0.0,16.67,16.67,99.0,0.0,0.0,16.67,0.0,16.67,16.67,not_funny,1.2445652173913044
12.5,75.0,37.5,37.5,37.5,12.5,100.0,12.5,26.1,0.0,12.5,12.5,8.0,15.38,0.0,8,0.0,25.0,0.0,12.5,25.0,0.0,12.5,40.06,12.5,0.0,0.0,25.0,0.0,0.0,not_funny,1.1294117647058823
41.67,66.67,66.67,8.33,8.33,25.0,83.33,8.33,73.36,16.67,25.0,0.0,12.0,89.39,25.0,12,25.0,16.67,0.0,8.33,16.67,8.33,0.0,99.0,8.33,8.33,8.33,0.0,25.0,8.33,not_funny,1.146341463414634
14.29,100.0,71.43,50.0,0.0,28.57,100.0,21.43,1.0,14.29,0.0,21.43,14.0,72.58,7.14,14,21.43,14.29,7.14,0.0,14.29,7.14,14.29,40.06,14.29,0.0,7.14,7.14,14.29,7.14,not_funny,1.2956521739130435
14.29,42.86,42.86,0.0,0.0,42.86,71.43,14.29,2.35,28.57,14.29,0.0,7.0,97.09,0.0,7,14.29,0.0,14.29,14.29,0.0,0.0,0.0,1.0,14.29,28.57,0.0,0.0,0.0,0.0,not_funny,1.0784313725490196
25.0,62.5,50.0,12.5,25.0,12.5,100.0,12.5,89.52,12.5,12.5,0.0,8.0,99.0,12.5,8,25.0,12.5,25.0,0.0,12.5,12.5,0.0,99.0,0.0,0.0,0.0,0.0,25.0,12.5,not_funny,1.2871287128712872
15.0,45.0,35.0,5.0,35.0,15.0,65.0,20.0,80.96,10.0,5.0,5.0,20.0,7.03,10.0,20,15.0,5.0,10.0,0.0,5.0,5.0,5.0,99.0,5.0,0.0,0.0,10.0,15.0,0.0,not_funny,1.1162790697674418
0.0,50.0,37.5,0.0,0.0,0.0,75.0,25.0,99.0,0.0,0.0,0.0,8.0,89.39,12.5,8,0.0,12.5,12.5,12.5,12.5,25.0,12.5,1.71,0.0,0.0,0.0,12.5,0.0,0.0,not_funny,1.1689189189189189
9.09,90.91,72.73,18.18,9.09,18.18,90.91,27.27,89.52,9.09,9.09,9.09,11.0,99.0,18.18,11,0.0,9.09,18.18,0.0,9.09,18.18,0.0,5.27,9.09,9.09,9.09,0.0,0.0,0.0,not_funny,1.0410958904109588
16.67,66.67,50.0,33.33,16.67,16.67,83.33,0.0,1.0,16.67,0.0,16.67,6.0,1.0,0.0,6,16.67,16.67,0.0,16.67,16.67,0.0,0.0,99.0,0.0,0.0,16.67,0.0,16.67,0.0,not_funny,1.1666666666666667
9.09,54.55,36.36,9.09,0.0,9.09,81.82,18.18,89.52,9.09,9.09,0.0,11.0,50.45,9.09,11,18.18,0.0,18.18,9.09,0.0,9.09,0.0,99.0,0.0,0.0,0.0,9.09,18.18,0.0,not_funny,1.140625
27.27,54.55,54.55,27.27,0.0,27.27,90.91,18.18,1.0,27.27,18.18,27.27,5.5,95.15,0.0,11,36.36,0.0,9.09,18.18,0.0,0.0,9.09,86.82,0.0,18.18,0.0,0.0,18.18,9.09,not_funny,1.0571428571428572
12.5,75.0,62.5,25.0,25.0,12.5,75.0,25.0,26.1,0.0,0.0,25.0,8.0,1.0,12.5,8,0.0,25.0,0.0,0.0,25.0,12.5,0.0,1.71,12.5,0.0,0.0,12.5,0.0,0.0,not_funny,1.073394495412844
33.33,66.67,50.0,16.67,16.67,33.33,66.67,16.67,1.0,0.0,0.0,16.67,6.0,39.59,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,16.67,40.06,33.33,0.0,0.0,0.0,0.0,16.67,not_funny,1.1545454545454543
13.79,79.31,58.62,24.14,6.9,20.69,93.1,13.79,76.81,10.34,0.0,10.34,29.0,21.61,24.14,29,10.34,13.79,6.9,6.9,13.79,3.45,3.45,99.0,10.34,0.0,0.0,6.9,10.34,3.45,not_funny,1.1935483870967742
40.0,60.0,20.0,20.0,20.0,20.0,80.0,0.0,3.8,20.0,20.0,20.0,5.0,99.0,0.0,5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,20.0,20.0,20.0,not_funny,1.1214953271028036
25.0,62.5,62.5,12.5,12.5,25.0,100.0,25.0,62.1,25.0,12.5,12.5,8.0,1.0,12.5,8,25.0,0.0,0.0,0.0,0.0,12.5,12.5,99.0,0.0,0.0,0.0,0.0,25.0,12.5,not_funny,1.1636363636363636
9.09,63.64,63.64,18.18,18.18,9.09,81.82,27.27,97.37,0.0,9.09,18.18,11.0,1.0,18.18,11,0.0,0.0,0.0,9.09,0.0,18.18,9.09,40.06,9.09,0.0,0.0,0.0,0.0,0.0,not_funny,1.1239669421487604
11.11,77.78,55.56,22.22,0.0,22.22,100.0,11.11,1.78,11.11,11.11,11.11,9.0,99.0,0.0,9,0.0,11.11,11.11,0.0,11.11,11.11,11.11,2.75,11.11,11.11,11.11,11.11,0.0,0.0,not_funny,1.121212121212121
28.57,57.14,42.86,0.0,14.29,14.29,85.71,0.0,56.86,14.29,14.29,0.0,7.0,24.32,14.29,7,14.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.29,14.29,28.57,0.0,0.0,not_funny,1.0410958904109588
28.57,14.29,14.29,0.0,42.86,0.0,57.14,0.0,99.0,0.0,0.0,0.0,7.0,24.32,14.29,7,0.0,0.0,42.86,0.0,0.0,0.0,0.0,40.06,0.0,0.0,0.0,0.0,0.0,28.57,not_funny,1.0714285714285714
28.57,71.43,42.86,14.29,14.29,14.29,85.71,0.0,1.0,14.29,14.29,14.29,7.0,99.0,0.0,7,14.29,14.29,0.0,0.0,14.29,0.0,14.29,1.0,0.0,14.29,0.0,28.57,0.0,14.29,not_funny,1.2692307692307692
0.0,75.0,25.0,25.0,25.0,0.0,100.0,25.0,99.0,0.0,0.0,0.0,4.0,99.0,0.0,4,0.0,0.0,25.0,0.0,0.0,25.0,25.0,40.06,0.0,0.0,0.0,25.0,0.0,0.0,not_funny,1.145631067961165
20.0,70.0,40.0,0.0,20.0,10.0,80.0,20.0,99.0,0.0,20.0,0.0,5.0,98.38,20.0,10,0.0,10.0,10.0,20.0,10.0,10.0,0.0,3.95,10.0,0.0,0.0,20.0,0.0,0.0,not_funny,1.1228070175438596
28.57,71.43,64.29,28.57,14.29,0.0,92.86,21.43,56.86,0.0,0.0,28.57,14.0,72.58,7.14,14,0.0,21.43,14.29,7.14,21.43,14.29,0.0,9.23,0.0,0.0,0.0,14.29,0.0,0.0,not_funny,1.0857142857142856
16.67,75.0,58.33,25.0,16.67,16.67,91.67,0.0,26.1,8.33,8.33,8.33,12.0,99.0,16.67,12,0.0,8.33,25.0,25.0,8.33,0.0,8.33,6.61,8.33,8.33,16.67,0.0,0.0,0.0,not_funny,1.1397849462365592
